"ID","Decade","Application period","Application method","Crop","Crop height (cm)","Incorporation","Manure source","Manure DM (%)","Manure pH","Manure treatment","Air temperature (deg. C)","Wind speed (m/s)","Rainfall rate (mm/h)","Emission factor (% of applied TAN)"
"277-1980",1980,"Autumn","Trailing hose","None",0,"Shallow 12 hr","Pig",3.2,7.2,"None",13.6,3.45,0.09,8.5
"278-1980",1980,"Autumn","Trailing hose","None",0,"Shallow 6 hr","Pig",3.2,7.2,"None",13.6,3.45,0.09,7.6
"279-1980",1980,"Autumn","Trailing hose","None",0,"Shallow 4 hr","Pig",3.2,7.2,"None",13.6,3.45,0.09,6.9
"063-1980",1980,"Autumn","Trailing hose","None",0,"Deep 24 hr","Pig",3.2,7.2,"None",13.6,3.45,0.09,7.7
"064-1980",1980,"Autumn","Trailing hose","None",0,"Deep 12 hr","Pig",3.2,7.2,"None",13.6,3.45,0.09,6.9
"065-1980",1980,"Autumn","Trailing hose","None",0,"Deep 6 hr","Pig",3.2,7.2,"None",13.6,3.45,0.09,5.7
"066-1980",1980,"Autumn","Trailing hose","None",0,"Deep 4 hr","Pig",3.2,7.2,"None",13.6,3.45,0.09,4.8
"099-1980",1980,"Autumn","Trailing hose","Grass",15,"None","Digestate",5.1,7.9,"None",13.6,3.45,0.09,30
"296-1980",1980,"Autumn","Trailing hose","None",0,"Shallow 24 hr","Digestate",5.1,7.9,"None",13.6,3.45,0.09,24
"297-1980",1980,"Autumn","Trailing hose","None",0,"Shallow 12 hr","Digestate",5.1,7.9,"None",13.6,3.45,0.09,23
"298-1980",1980,"Autumn","Trailing hose","None",0,"Shallow 6 hr","Digestate",5.1,7.9,"None",13.6,3.45,0.09,22
"299-1980",1980,"Autumn","Trailing hose","None",0,"Shallow 4 hr","Digestate",5.1,7.9,"None",13.6,3.45,0.09,21
"100-1980",1980,"Autumn","Trailing hose","None",0,"Deep 24 hr","Digestate",5.1,7.9,"None",13.6,3.45,0.09,22
"101-1980",1980,"Autumn","Trailing hose","None",0,"Deep 12 hr","Digestate",5.1,7.9,"None",13.6,3.45,0.09,22
"102-1980",1980,"Autumn","Trailing hose","None",0,"Deep 6 hr","Digestate",5.1,7.9,"None",13.6,3.45,0.09,20
"103-1980",1980,"Autumn","Trailing hose","None",0,"Deep 4 hr","Digestate",5.1,7.9,"None",13.6,3.45,0.09,18
"007-1980",1980,"Autumn","Open slot injection","Grass",10,"Not relevant","Cattle",7.3,7,"None",13.6,3.45,0.09,17
"044-1980",1980,"Autumn","Open slot injection","Grass",10,"Not relevant","Pig",3.2,7.2,"None",13.6,3.45,0.09,9.5
"081-1980",1980,"Autumn","Open slot injection","Grass",10,"Not relevant","Digestate",5.1,7.9,"None",13.6,3.45,0.09,17
"008-1980",1980,"Autumn","Closed slot injection","None",0,"Not relevant","Cattle",7.3,7,"None",13.6,3.45,0.09,1.6
"045-1980",1980,"Autumn","Closed slot injection","None",0,"Not relevant","Pig",3.2,7.2,"None",13.6,3.45,0.09,1.8
"082-1980",1980,"Autumn","Closed slot injection","None",0,"Not relevant","Digestate",5.1,7.9,"None",13.6,3.45,0.09,2.6
"032-1980",1980,"Winter-spring","Broadcast","None",0,"None","Cattle",7.3,7,"None",10.9,3.6,0.09,52
"260-1980",1980,"Winter-spring","Broadcast","None",0,"Shallow < 12 hr","Cattle",7.3,7,"None",10.9,3.6,0.09,40
"261-1980",1980,"Winter-spring","Broadcast","None",0,"Shallow > 12 hr","Cattle",7.3,7,"None",10.9,3.6,0.09,40
"030-1980",1980,"Winter-spring","Broadcast","None",0,"Deep < 12 hr","Cattle",7.3,7,"None",10.9,3.6,0.09,36
"031-1980",1980,"Winter-spring","Broadcast","None",0,"Deep > 12 hr","Cattle",7.3,7,"None",10.9,3.6,0.09,36
"069-1980",1980,"Winter-spring","Broadcast","None",0,"None","Pig",3.2,7.2,"None",10.9,3.6,0.09,31
"280-1980",1980,"Winter-spring","Broadcast","None",0,"Shallow < 12 hr","Pig",3.2,7.2,"None",10.9,3.6,0.09,15
"281-1980",1980,"Winter-spring","Broadcast","None",0,"Shallow > 12 hr","Pig",3.2,7.2,"None",10.9,3.6,0.09,15
"067-1980",1980,"Winter-spring","Broadcast","None",0,"Deep < 12 hr","Pig",3.2,7.2,"None",10.9,3.6,0.09,9.9
"068-1980",1980,"Winter-spring","Broadcast","None",0,"Deep > 12 hr","Pig",3.2,7.2,"None",10.9,3.6,0.09,9.9
"106-1980",1980,"Winter-spring","Broadcast","None",0,"None","Digestate",5.1,7.9,"None",10.9,3.6,0.09,50
"300-1980",1980,"Winter-spring","Broadcast","None",0,"Shallow < 12 hr","Digestate",5.1,7.9,"None",10.9,3.6,0.09,32
"301-1980",1980,"Winter-spring","Broadcast","None",0,"Shallow > 12 hr","Digestate",5.1,7.9,"None",10.9,3.6,0.09,32
"104-1980",1980,"Winter-spring","Broadcast","None",0,"Deep < 12 hr","Digestate",5.1,7.9,"None",10.9,3.6,0.09,25
"105-1980",1980,"Winter-spring","Broadcast","None",0,"Deep > 12 hr","Digestate",5.1,7.9,"None",10.9,3.6,0.09,25
